code,number_occurrences,root,description
بالساحل,1,سحل,"""Non traduit pour le moment"""
وسخر,11,سخر,et il a assujétti
سخر,6,سخر,Ridiculisera / rira
سخروا,3,سخر,se moquaient
مسخرت,3,سخر,assujettis
سخريا,3,سخر,"""Non traduit pour le moment"""
ويسخرون,2,سخر,et ils ridiculisent
سخرها,2,سخر,il se lâcha
المسخر,1,سخر,assujéttis
فيسخرون,1,سخر,"""Non traduit pour le moment"""
تسخروا,1,سخر,"""Non traduit pour le moment"""
نسخر,1,سخر,"""Non traduit pour le moment"""
تسخرون,1,سخر,"""Non traduit pour le moment"""
وسخرنا,1,سخر,"""Non traduit pour le moment"""
سخرنها,1,سخر,"""Non traduit pour le moment"""
يستسخرون,1,سخر,"""Non traduit pour le moment"""
سخرنا,1,سخر,"""Non traduit pour le moment"""
فسخرنا,1,سخر,"""Non traduit pour le moment"""
السخرين,1,سخر,"les moqueurs."""
يسخر,1,سخر,"""Non traduit pour le moment"""
بسخط,1,سخط,un courroux
سخط,1,سخط,est en colère
يسخطون,1,سخط,"""Non traduit pour le moment"""
أسخط,1,سخط,"""Non traduit pour le moment"""
سدا,3,سدد,une barrière
سديدا,2,سدد,appropriée.
السدين,1,سدد,"""Non traduit pour le moment"""
سدر,2,سدر,"""Non traduit pour le moment"""
سدرة,1,سدر,"""Non traduit pour le moment"""
السدرة,1,سدر,"""Non traduit pour le moment"""
السدس,3,سدس,un sixième
سادسهم,2,سدس,leur sixième
سدى,1,سدي,vainement?
وسارب,1,سرب,"""Non traduit pour le moment"""
سربا,1,سرب,"""Non traduit pour le moment"""
كسراب,1,سرب,"""Non traduit pour le moment"""
سرابا,1,سرب,un mirage.
سرابيلهم,1,سربل,"""Non traduit pour le moment"""
سربيل,1,سربل,"""Non traduit pour le moment"""
وسربيل,1,سربل,"""Non traduit pour le moment"""
سراجا,2,سرج,un éclairage
سرجا,1,سرج,"""Non traduit pour le moment"""
وسراجا,1,سرج,"""Non traduit pour le moment"""
سراحا,2,سرح,"""Non traduit pour le moment"""
تسريح,1,سرح,une libération
سرحوهن,1,سرح,laissez-les partir
تسرحون,1,سرح,"""Non traduit pour le moment"""
وأسرحكن,1,سرح,"""Non traduit pour le moment"""
وسرحوهن,1,سرح,"""Non traduit pour le moment"""
السرد,1,سرد,"""Non traduit pour le moment"""
سرادقها,1,سردق,"""Non traduit pour le moment"""
سرا,6,سرر,en secret
وأسروا,5,سرر,et elles seront accablées 
سرر,5,سرر,des mobiliers
يسرون,4,سرر,ils dissimulent
أسر,4,سرر,avait confié
تسرون,3,سرر,vous dissimulez
سرهم,2,سرر,"""Non traduit pour le moment"""
السر,2,سرر,"""Non traduit pour le moment"""
مسرورا,2,سرر,joyeusement.
تسر,1,سرر,elle est agréable
السراء,1,سرر,les temps d'aisance
أسروا,1,سرر,ils avaient caché
سركم,1,سرر,vos secrets
والسراء,1,سرر,"et l'aisance""."
وأسروه,1,سرر,"""Non traduit pour le moment"""
فأسرها,1,سرر,"""Non traduit pour le moment"""
وسررا,1,سرر,"""Non traduit pour le moment"""
إسرارهم,1,سرر,"""Non traduit pour le moment"""
وأسررت,1,سرر,j'ai tenu
إسرارا,1,سرر,en secret 
وسرورا,1,سرر,et un contentement.
السرائر,1,سرر,"les secrets,"
سريع,9,سرع,strict / prompt
يسرعون,6,سرع,s'empressent
أسرع,2,سرع,le plus précis
سراعا,2,سرع,hâtivement.
ويسرعون,1,سرع,et ils s'empressent
وسارعوا,1,سرع,Et empressez-vous
لسريع,1,سرع,est assurément prompt
نسارع,1,سرع,"""Non traduit pour le moment"""
المسرفين,7,سرف,les gaspilleurs.
تسرفوا,2,سرف,gaspillez!
مسرفون,2,سرف,excessifs.
للمسرفين,2,سرف,aux outranciers 
مسرف,2,سرف,"""Non traduit pour le moment"""
وإسرافنا,1,سرف,ainsi que nos excès
إسرافا,1,سرف,de manière dépensière
لمسرفون,1,سرف,indéniablement ceux qui transgressent.
يسرف,1,سرف,"""Non traduit pour le moment"""
أسرف,1,سرف,"""Non traduit pour le moment"""
يسرفوا,1,سرف,"""Non traduit pour le moment"""
أسرفوا,1,سرف,ont été abusifs
مسرفين,1,سرف,"""Non traduit pour le moment"""
سرق,2,سرق,"""Non traduit pour le moment"""
والسارق,1,سرق,"Et les voleurs,"
والسارقة,1,سرق,"ainsi que les voleuses,"
لسرقون,1,سرق,"""Non traduit pour le moment"""
سرقين,1,سرق,"""Non traduit pour le moment"""
يسرق,1,سرق,"""Non traduit pour le moment"""
استرق,1,سرق,"""Non traduit pour le moment"""
يسرقن,1,سرق,"elles voleront,"
سرمدا,2,سرمد,"""Non traduit pour le moment"""
فأسر,3,سري,"""Non traduit pour le moment"""
سريا,1,سري,"""Non traduit pour le moment"""
يسر,1,سري,elle passe.
سطحت,1,سطح,elle a été nivelée?
أسطير,9,سطر,les légendes
مسطورا,2,سطر,"""Non traduit pour le moment"""
مسطور,1,سطر,"""Non traduit pour le moment"""
مستطر,1,سطر,"""Non traduit pour le moment"""
يسطرون,1,سطر,"ils écrivent,"
يسطون,1,سطو,"""Non traduit pour le moment"""
وسعيد,1,سعد,"""Non traduit pour le moment"""
سعدوا,1,سعد,"""Non traduit pour le moment"""
السعير,8,سعر,la fournaise / l'incendie
سعيرا,7,سعر,un feu follement intense.
وسعر,2,سعر,"""Non traduit pour le moment"""
وسعيرا,1,سعر,et un feu ardent.
سعرت,1,سعر,est allumé.
يسعى,6,سعي,s'efforçant.
سعى,3,سعي,il s'efforce
تسعى,3,سعي,"""Non traduit pour le moment"""
وسعى,2,سعي,et oeuvre
ويسعون,2,سعي,et s'efforcent
سعيهم,2,سعي,"""Non traduit pour le moment"""
سعيكم,2,سعي,vos efforts
سعيا,1,سعي,à la hâte
سعيها,1,سعي,"""Non traduit pour le moment"""
لسعيه,1,سعي,"""Non traduit pour le moment"""
سعوا,1,سعي,"""Non traduit pour le moment"""
سعو,1,سعي,"""Non traduit pour le moment"""
يسعون,1,سعي,"""Non traduit pour le moment"""
السعى,1,سعي,"""Non traduit pour le moment"""
سعيه,1,سعي,"""Non traduit pour le moment"""
فاسعوا,1,سعي,hâtez-vous
لسعيها,1,سعي,"(Et) par leur effort,"
مسغبة,1,سغب,"disette,"
مسفحين,2,سفح,lascif
مسفحت,1,سفح,"lascives,"
مسفوحا,1,سفح,s'écoulant
سفر,5,سفر,voyage
وسفرا,1,سفر,"""Non traduit pour le moment"""
سفرنا,1,سفر,"""Non traduit pour le moment"""
أسفارنا,1,سفر,"""Non traduit pour le moment"""
أسفارا,1,سفر,des tas de bouquins.
أسفر,1,سفر,il brille.
سفرة,1,سفر,d'écrivains intelligibles.
مسفرة,1,سفر,"rayonnants,"
لنسفعا,1,سفع,nous le saisirons certainement
ويسفك,1,سفك,et qui verse
تسفكون,1,سفك,vous verserez
أسفل,3,سفل,au plus bas
سافلها,2,سفل,"""Non traduit pour le moment"""
الأسفلين,2,سفل,"""Non traduit pour le moment"""
الأسفل,1,سفل,le plus bas
السفلى,1,سفل,"""Non traduit pour le moment"""
سفلين,1,سفل,du plus bas.
السفينة,3,سفن,"""Non traduit pour le moment"""
سفينة,1,سفن,"""Non traduit pour le moment"""
السفهاء,5,سفه,"les sots ?""."
سفاهة,2,سفه,une démence
سفه,1,سفه,leure
سفيها,1,سفه,mentalement inapte
سفها,1,سفه,stupidement
سفيهنا,1,سفه,notre insensé
سقر,4,سقر,"l'isolement de l'enfer,"
تسقط,3,سقط,tombe
سقط,1,سقط,il a chu
سقطوا,1,سقط,"""Non traduit pour le moment"""
فأسقط,1,سقط,"""Non traduit pour le moment"""
نسقط,1,سقط,"""Non traduit pour le moment"""
ساقطا,1,سقط,"""Non traduit pour le moment"""
سقفا,2,سقف,"""Non traduit pour le moment"""
السقف,1,سقف,"""Non traduit pour le moment"""
والسقف,1,سقف,"""Non traduit pour le moment"""
سقيم,2,سقم,"""Non traduit pour le moment"""
تسقى,2,سقي,elle a irrigué
نسقيكم,2,سقي,"""Non traduit pour le moment"""
يسقون,2,سقي,Ils seront abreuvés
استسقى,1,سقي,chercha de l'eau
استسقىه,1,سقي,lui a demandé de l'eau
سقاية,1,سقي,"""Non traduit pour le moment"""
فيسقى,1,سقي,"""Non traduit pour le moment"""
السقاية,1,سقي,"""Non traduit pour le moment"""
يسقى,1,سقي,"""Non traduit pour le moment"""
ويسقى,1,سقي,"""Non traduit pour le moment"""
فأسقينكموه,1,سقي,"""Non traduit pour le moment"""
ونسقيه,1,سقي,"""Non traduit pour le moment"""
ويسقين,1,سقي,"""Non traduit pour le moment"""
نسقى,1,سقي,"""Non traduit pour le moment"""
فسقى,1,سقي,"""Non traduit pour le moment"""
سقيت,1,سقي,"""Non traduit pour le moment"""
وسقوا,1,سقي,"""Non traduit pour le moment"""
لأسقينهم,1,سقي,nous les aurions abreuvé
ويسقون,1,سقي,Et il sont servit à boire
وسقىهم,1,سقي,Et leur donnera à boire
وأسقينكم,1,سقي,Et nous vous avons donné à boire
وسقيها,1,سقي,"et son breuvage."""
مسكوب,1,سكب,"""Non traduit pour le moment"""
سكت,1,سكت,fut calmée
سكرى,2,سكر,intoxiqués
سكرت,1,سكر,"""Non traduit pour le moment"""
سكرتهم,1,سكر,"""Non traduit pour le moment"""
سكرا,1,سكر,"""Non traduit pour le moment"""
بسكرى,1,سكر,"""Non traduit pour le moment"""
سكرة,1,سكر,l'agonie ivresque de
والمسكين,11,سكن,et les nécessiteux
مسكنهم,6,سكن,leur demeure / leur résidence
مسكين,4,سكن,un pauvre.
لتسكنوا,4,سكن,"""Non traduit pour le moment"""
المسكين,4,سكن,le pauvre.
ومسكن,3,سكن,et des habitations
سكينته,3,سكن,"""Non traduit pour le moment"""
مسكينا,3,سكن,nécessiteux.
اسكن,2,سكن,habites
سكن,2,سكن,demeure
سكنا,2,سكن,calme.
اسكنوا,2,سكن,"""Vivez"
السكينة,2,سكن,"""Non traduit pour le moment"""
والمسكنة,1,سكن,et la misère
سكينة,1,سكن,paisibilité
المسكنة,1,سكن,la misère.
ليسكن,1,سكن,afin qu'elle reste
سكينا,1,سكن,"""Non traduit pour le moment"""
ولنسكننكم,1,سكن,"""Non traduit pour le moment"""
أسكنت,1,سكن,"""Non traduit pour le moment"""
وسكنتم,1,سكن,"""Non traduit pour le moment"""
مسكن,1,سكن,"""Non traduit pour le moment"""
لمسكين,1,سكن,"""Non traduit pour le moment"""
ومسكنكم,1,سكن,"""Non traduit pour le moment"""
فأسكنه,1,سكن,"""Non traduit pour le moment"""
مسكونة,1,سكن,"""Non traduit pour le moment"""
ساكنا,1,سكن,"""Non traduit pour le moment"""
مسكنكم,1,سكن,"""Non traduit pour le moment"""
ليسكنوا,1,سكن,"""Non traduit pour le moment"""
تسكن,1,سكن,"""Non traduit pour le moment"""
تسكنون,1,سكن,"""Non traduit pour le moment"""
يسكن,1,سكن,"""Non traduit pour le moment"""
أسكنوهن,1,سكن,Installez-les en toute tranquilité
سكنتم,1,سكن,vous vous êtes installés
يسلبهم,1,سلب,"""Non traduit pour le moment"""
أسلحتكم,2,سلح,vos armes
أسلحتهم,1,سلح,leurs armes.
وأسلحتهم,1,سلح,et leurs armes.
فانسلخ,1,سلخ,mais il se désolidarisa
انسلخ,1,سلخ,"""Non traduit pour le moment"""
نسلخ,1,سلخ,Nous retirons
سلسبيلا,1,سلسبيل,"""Salsabil ( eau pure)""."
والسلسل,1,سلسل,"""Non traduit pour le moment"""
سلسلة,1,سلسل,une chaîne
سلسلا,1,سلسل,des chaînes
لسلطهم,1,سلط,il leur aurait assurément donné autorité
يسلط,1,سلط,donne autorité à
سلطن,13,سلطن,autorité?
سلطنا,11,سلطن,une preuve qui donne autorité.
بسلطن,8,سلطن,une autorité / une preuve donnant autorité
وسلطن,3,سلطن,"""Non traduit pour le moment"""
سلطنه,1,سلطن,"""Non traduit pour le moment"""
سلطنيه,1,سلطن,"mon autorité."""
سلف,5,سلف,il a crédité
أسلفت,1,سلف,a crédité
سلفا,1,سلف,"""Non traduit pour le moment"""
أسلفتم,1,سلف,vous avez anticipé
سلقوكم,1,سلق,"""Non traduit pour le moment"""
نسلكه,1,سلك,"""Non traduit pour le moment"""
فاسلكى,1,سلك,"""Non traduit pour le moment"""
وسلك,1,سلك,"""Non traduit pour le moment"""
فاسلك,1,سلك,"""Non traduit pour le moment"""
سلكنه,1,سلك,"""Non traduit pour le moment"""
اسلك,1,سلك,"""Non traduit pour le moment"""
فسلكه,1,سلك,qu'il l'achemine alors
فاسلكوه,1,سلك,"enfilez-le donc."""
لتسلكوا,1,سلك,pour que vous empruntiez un chemin 
يسلكه,1,سلك,il l'introduit
يسلك,1,سلك,traverse
سلككم,1,سلك,vous a introduit
سللة,2,سلل,un extrait
يتسللون,1,سلل,"""Non traduit pour le moment"""
سلم,21,سلم,"""Paix"
مسلمون,14,سلم,"des Soumis."""
السلم,11,سلم,la soumission (à Dieu)
المسلمين,11,سلم,"ceux qui se soumettent."""
مسلمين,9,سلم,tous deux des Soumis
سلما,9,سلم,une échelle
أسلم,7,سلم,soumet
مسلمة,4,سلم,semblant
الإسلم,4,سلم,"(c'est) ""la Soumission (à Dieu)""."
أسلموا,4,سلم,"ils se soumettent,"
بسلم,3,سلم,avec la paisibilité
وسلم,3,سلم,"""Non traduit pour le moment"""
أسلمت,2,سلم,"""Je me soumets"
مسلما,2,سلم,résigné.
تسليما,2,سلم,d'une totale soumission.
للإسلم,2,سلم,à la Soumission.
للمسلمين,2,سلم,"""Non traduit pour le moment"""
والسلم,2,سلم,"""Non traduit pour le moment"""
وسلما,2,سلم,"""Non traduit pour le moment"""
سليم,2,سلم,"""Non traduit pour le moment"""
سلمتم,1,سلم,vous acquitiez
ءأسلمتم,1,سلم,"""Vous soumettrez vous ?"""
ويسلموا,1,سلم,et qu'ils se soumettent
لنسلم,1,سلم,à ce que nous nous soumettions sincèrement
للسلم,1,سلم,"à la paix,"
إسلمهم,1,سلم,"""Non traduit pour le moment"""
تسلمون,1,سلم,"""Non traduit pour le moment"""
وتسلموا,1,سلم,"""Non traduit pour le moment"""
فسلموا,1,سلم,"""Non traduit pour le moment"""
وأسلمت,1,سلم,"""Non traduit pour le moment"""
يسلم,1,سلم,"""Non traduit pour le moment"""
وتسليما,1,سلم,"""Non traduit pour le moment"""
والمسلمت,1,سلم,"""Non traduit pour le moment"""
وسلموا,1,سلم,"""Non traduit pour le moment"""
مستسلمون,1,سلم,"""Non traduit pour le moment"""
أسلما,1,سلم,"""Non traduit pour le moment"""
وأسلموا,1,سلم,et soumettez-vous
يسلمون,1,سلم,"""Non traduit pour le moment"""
أسلمنا,1,سلم,"""Non traduit pour le moment"""
إسلمكم,1,سلم,"""Non traduit pour le moment"""
فسلم,1,سلم,"""Non traduit pour le moment"""
مسلمت,1,سلم,"soumises (Musulmanes),"
سلمون,1,سلم,sains et saufs.
المسلمون,1,سلم,ceux qui se livre pour se préserver 
والسلوى,3,سلو,et les cailles :
سليمن,10,سليمان,Salomon
وسليمن,4,سليمان,et Salomon.
ولسليمن,2,سليمان,"""Non traduit pour le moment"""
لسليمن,1,سليمان,"""Non traduit pour le moment"""
سمدون,1,سمد,"""Non traduit pour le moment"""
السامرى,2,سمر,"""Non traduit pour le moment"""
يسمرى,1,سمر,"""Non traduit pour le moment"""
سمرا,1,سمر,"""Non traduit pour le moment"""
سميع,21,سمع,"Entendant,"
يسمعون,20,سمع,qui entendaient
السميع,19,سمع,"L'Entendant,"
سمعنا,16,سمع,"""Nous entendons"
تسمع,12,سمع,tu fais entendre 
السمع,11,سمع,les ouïes
يسمع,7,سمع,il entend
سمعوا,6,سمع,ils écoutent
يستمعون,6,سمع,écoutent
واسمعوا,4,سمع,"et écoutez!"""
سميعا,4,سمع,"Entendant,"
سمعون,4,سمع,ayant écouté
سمعهم,3,سمع,leur ouïe.
يستمع,3,سمع,écoute
سمعه,2,سمع,"il l'a entendu,"
سمع,2,سمع,a entendu
واسمع,2,سمع,"et ""Entends"""
سمعكم,2,سمع,votre ouïe
يسمعوا,2,سمع,ils entendent.
فاستمعوا,2,سمع,prêtez oreille
تسمعون,2,سمع,vous entendez.
لسميع,2,سمع,"effectivement Audient,"
سمعا,2,سمع,"""Non traduit pour le moment"""
أسمع,2,سمع,"""Non traduit pour le moment"""
سمعتموه,2,سمع,"""Non traduit pour le moment"""
يسمعها,2,سمع,"""Non traduit pour le moment"""
نسمع,2,سمع,nous écoutions
بسمعهم,1,سمع,leurs oreilles
ولتسمعن,1,سمع,et certainement que vous entendrez
مسمع,1,سمع,"celui qui écoute,"
سمعتم,1,سمع,vous entendez
لأسمعهم,1,سمع,il les aurait surement fait entendre (raison).
أسمعهم,1,سمع,"il leur fait entendre (raison),"
والسميع,1,سمع,"""Non traduit pour le moment"""
سمعت,1,سمع,"""Non traduit pour le moment"""
وسمعهم,1,سمع,"""Non traduit pour le moment"""
وأسمع,1,سمع,"""Non traduit pour le moment"""
فاستمع,1,سمع,"""Non traduit pour le moment"""
استمعوه,1,سمع,"""Non traduit pour le moment"""
مستمعون,1,سمع,"""Non traduit pour le moment"""
تستمعون,1,سمع,"""Non traduit pour le moment"""
يسمعونكم,1,سمع,"""Non traduit pour le moment"""
وسمعنا,1,سمع,"""Non traduit pour le moment"""
بمسمع,1,سمع,"""Non traduit pour le moment"""
فاسمعون,1,سمع,"alors écoutez-moi""."
